"张勇',",自然资源部东海局,上海市,海洋化学,上海市浦东新区东塘路630号
"张勇勇',",上海勘测设计研究院,上海市,沿海滩涂围垦,上海市虹口区逸仙路388号
"张元兴',",华东理工大学,上海市,生物化学,上海市梅陇路130号
"张钊',",自然资源部东海局,上海市,海洋监测与海洋测绘,上海市浦东新区东塘路630号
"张正龙',",自然资源部东海局,上海市,海洋遥感应用,上海市浦东新区东塘路630号
"章龙珍',",中国水产科学研究院东海水产研究所,上海市,水生生物学,上海市杨浦区军工路300号
"章守宇',",上海海洋大学,上海市,人工鱼礁,上海市浦东新区沪城环路999号
"赵峰',",中国水产科学研究院东海水产研究所,上海市,鱼类生态生理及繁育,上海市杨浦区军工路300号
"赵绘宇',",上海交通大学,上海市,环境法学,上海市东川路800号
"赵劲松',",上海交通大学,上海市,海事法律；船舶碰撞,上海市东川路800号
"赵秀玲',",自然资源部东海局,上海市,计量监督与管理质量控制,上海市浦东新区东塘路630号
"郑汉丰',",中国水产科学研究院东海水产研究所,上海市,贝类种质资源与遗传育种研究,上海市杨浦区军工路300号
"郑锡建',",自然资源部东海局,上海市,海洋工程勘察,上海市浦东新区东塘路630号
"周岱',",上海交通大学,上海市,水动力性能与系泊定位系统研究,上海市东川路800号
"周宏岩',",中国极地研究中心,上海市,观测天文学,上海浦东金桥路451号
"周进',",中国水产科学研究院东海水产研究所,上海市,海洋底栖生态学,上海市杨浦区军工路300号
"周俊芳',",中国水产科学研究院东海水产研究所,上海市,疾病控制与分子病理学研究,上海市杨浦区军工路300号
"周凯',",中国水产科学研究院东海水产研究所,上海市,虾、贝类养殖技术研究,上海市杨浦区军工路300号
"周甦芳',",中国水产科学研究院东海水产研究所,上海市,海洋渔业遥感,上海市杨浦区军工路300号
"周为峰',",中国水产科学研究院东海水产研究所,上海市,渔情海况遥感信息获取,上海市杨浦区军工路300号
"周应祺',",上海海洋大学,上海市,渔具力学,上海市浦东新区沪城环路999号
"朱大奇',",上海海事大学,上海市,信息处理与分析,上海市浦东大道1550号
"朱清澄',",上海海洋大学,上海市,渔具与渔法学,上海市浦东新区沪城环路999号
"庄惠生',",上海交通大学,上海市,微生物海洋学,上海市东川路800号
"庄平',",中国水产科学研究院东海水产研究所,上海市,海洋生物学,上海市杨浦区军工路300号
"邹早建',",上海交通大学,上海市,船舶与海洋工程水动力学教学与科研,上海市东川路800号
"姓名',",机构,省市,研究方向,地址
"谢世楞',",中交第一航务工程勘察设计院,天津市,海洋工程,暂无
"姚建铨',",天津大学,天津市,激光与光电子,天津市南开区卫津路92号
"艾庆辉',",天津理工大学,天津市,水生动物营养与饲料,天津市西青区宾水西道391号
"安晓华',",国家海洋信息中心,天津市,海洋信息网站建设,天津市河东区六纬路93号
"白蕾',",国家海洋信息中心,天津市,国际海洋法；钓鱼岛、南海法理问题研究,天津市河东区六纬路93号
"包木太',",天津理工大学,天津市,水生动物营养与饲料,天津市西青区宾水西道391号
"鲍献文',",天津理工大学,天津市,海洋调查及数值模拟,天津市西青区宾水西道391号
"蔡大浩',",国家海洋信息中心,天津市,海洋经济分析研究、国际海洋经济比较研究,天津市河东区六纬路93号
"曹立华',",天津理工大学,天津市,海洋灾害地质,天津市西青区宾水西道391号
"曹立新',",天津理工大学,天津市,能源材料,天津市西青区宾水西道391号
"曹英志',",国家海洋信息中心,天津市,海域管理政策与技术研究,天津市河东区六纬路93号
"曹志敏',",天津理工大学,天津市,资源与环境地球化学,天津市西青区宾水西道391号
"岑世奎',",国家海洋标准计量中心,天津市,海洋标准计量质量管理,天津市芥园西道219号
"柴新敏',",国家海洋信息中心,天津市,计算机科学与技术,天津市河东区六纬路93号
"常宗瑜',",天津理工大学,天津市,海洋装备动力学与控制,天津市西青区宾水西道391号
"陈斐',",国家海洋信息中心,天津市,海洋生物生态,天津市河东区六纬路93号
"陈戈',",天津理工大学,天津市,大气遥感,天津市西青区宾水西道391号
"陈继香',",国家海洋信息中心,天津市,海洋信息技术,天津市河东区六纬路93号
"陈军',",南开大学,天津市,无机合成与制备化学,天津市南开区卫津路94号
"陈满春',",国家海洋信息中心,天津市,物理海洋，海洋水文,天津市河东区六纬路93号
"陈韶阳',",国家海洋信息中心,天津市,海洋权益、海洋战略、国际海洋事务,天津市河东区六纬路93号
"陈守刚',",天津理工大学,天津市,海洋特种材料,天津市西青区宾水西道391号
"陈西广',",天津理工大学,天津市,生物化学,天津市西青区宾水西道391号
"陈学恩',",天津理工大学,天津市,海洋仪器装备海上试验平台技术研究,天津市西青区宾水西道391号
"陈颖',",自然资源部天津海水淡化与综合利用研究所,天津市,膜技术,天津市南开区航海道55号
"程永寿',",国家海洋信息中心,天津市,海洋地质、地球物理、计算机制图、数据库建设、信息系统及海洋可视化等,天津市河东区六纬路93号
"池振明',",天津理工大学,天津市,海洋微生物学及其应用,天津市西青区宾水西道391号
"崔晓健',",国家海洋信息中心,天津市,科研业务管理,天津市河东区六纬路93号
"东韩',",国家海洋信息中心,天津市,信息化管理、海岛相关系统设计开发与集成,天津市河东区六纬路93号
"董军兴',",国家海洋信息中心,天津市,海洋信息系统开发、海洋灾害影响评估,天津市河东区六纬路93号
"董军宇',",天津理工大学,天津市,纹理分析与感知,天津市西青区宾水西道391号
"董瑞',",国家海洋信息中心,天津市,信息管理,天津市河东区六纬路93号
"董胜',",天津理工大学,天津市,海洋工程环境条件及其与结构的相互作用,天津市西青区宾水西道391号
"董树刚',",天津理工大学,天津市,海藻生理生态,天津市西青区宾水西道391号
"董文静',",国家海洋信息中心,天津市,数字图书馆建设,天津市河东区六纬路93号
"段晓峰',",国家海洋信息中心,天津市,海洋经济规划与政策研究,天津市河东区六纬路93号
"段志强',",天津市科委社会发展科技处,天津市,环境工程,天津市和平区成都道116号
"樊妙',",国家海洋信息中心,天津市,海洋GIS、海底地形,天津市河东区六纬路93号
"樊之夏',",海洋石油工程股份有限公司,天津市,海洋化工,天津市滨海新区丹江路1078号
"范文静',",国家海洋信息中心,天津市,"海平面与气候变化研究,海洋站信息产品研发",天津市河东区六纬路93号
"范晓婷',",国家海洋信息中心,天津市,海洋权益、划界、立法和战略政策研究,天津市河东区六纬路93号
"范振华',",国家海洋信息中心,天津市,海洋信息产品研发,天津市河东区六纬路93号
"冯厚军',",自然资源部天津海水淡化与综合利用研究所,天津市,海水淡化,天津市南开区航海道55号
"冯林强',",国家海洋技术中心,天津市,水文气象观测技术,天津市南开区咸阳路60号
"付红丽',",国家海洋信息中心,天津市,海洋再分析与预报、数值模式、海气相互作用动力机制研究、极地气候变化与海洋过程研究。,天津市河东区六纬路93号
"付瑞全',",国家海洋信息中心,天津市,从事海洋经济和海洋环境保护领域的信息化工作,天津市河东区六纬路93号
"付世杰',",国家海洋信息中心,天津市,海洋灾害影响评估,天津市河东区六纬路93号
"傅学起',",南开大学,天津市,海洋化学,天津市南开区卫津路94号
"高良富',",自然资源部天津海水淡化与综合利用研究所,天津市,海水直接利用,天津市南开区航海道55号
"高占科',",国家海洋标准计量中心,天津市,海洋标准计量,天津市芥园西道219号
"高志刚',",国家海洋信息中心,天津市,物理海洋,天津市河东区六纬路93号
"桂静',",国家海洋信息中心,天津市,海洋法、海洋政策,天津市河东区六纬路93号
"郭越',",国家海洋信息中心,天津市,海洋统计核算、海洋产业研究,天津市河东区六纬路93号
"韩春花',",国家海洋信息中心,天津市,海洋信息资源管理，大洋资料管理,天津市河东区六纬路93号
"韩桂军',",国家海洋信息中心,天津市,物理海洋，海洋水文,天津市河东区六纬路93号
"韩伟',",国家海洋信息中心,天津市,政务信息化建设和管理方面，如网络建设、网络安全、网站管理、视频会议系统管理和应用等,天津市河东区六纬路93号
"何广顺',",国家海洋信息中心,天津市,海洋信息化、海洋经济、海洋战略规划与法律,天津市河东区六纬路93号
"何国任',",天津电气科学研究院有限公司,天津市,水电设备,暂无
"何宁',",海洋石油工程股份有限公司,天津市,船舶工程,天津市滨海新区丹江路1078号
"侯纯扬',",国家海洋技术中心,天津市,海洋观测、监测 海洋可再生能源开发利用,天津市南开区芥园西道219号增1号
"胡恩和',",国家海洋信息中心,天津市,海域管理,天津市河东区六纬路93号
"胡晓明',",海洋石油工程股份有限公司,天津市,机械制造工艺及设备,天津市滨海新区丹江路1078号
"华彦宁',",国家海洋信息中心,天津市,海洋信息技术,天津市河东区六纬路93号
"黄南艳',",国家海洋信息中心,天津市,海洋情报、政策与战略,天津市河东区六纬路93号
"黄西平',",自然资源部天津海水淡化与综合利用研究所,天津市,海水化学资源利用,天津市南开区航海道55号
"黄鑫',",自然资源部天津海水淡化与综合利用研究所,天津市,海洋防腐,天津市南开区航海道55号
"纪大伟',",国家海洋信息中心,天津市,海域管理、海洋生态环保政策、海域整治修复技术研究、海域使用论证,天津市河东区六纬路93号
"纪风颖',",国家海洋信息中心,天津市,海洋水文数据处理与分析,天津市河东区六纬路93号
"贾泓',",国家海洋信息中心,天津市,海洋管理；海洋政策研究；海洋功能区划；海洋规划；海洋经济；生态保护；海洋相关标准制定；海域使用论证；海洋环评；海洋环境,天津市河东区六纬路93号
"姜丽',",国家海洋信息中心,天津市,海洋政策,天津市河东区六纬路93号
"姜伟男',",国家海洋信息中心,天津市,海洋地图编制,天津市河东区六纬路93号
"姜晓轶',",国家海洋信息中心,天津市,物理海洋、海洋信息技术、海洋综合管理,天津市河东区六纬路93号
"蒋冰',",国家海洋信息中心,天津市,海洋信息化,天津市河东区六纬路93号
"焦红波',",国家海洋信息中心,天津市,海洋遥感,天津市河东区六纬路93号
"金继业',",国家海洋信息中心,天津市,海洋地理信息系统应用开发、海洋制图,天津市河东区六纬路93号
"康林冲',",国家海洋信息中心,天津市,智慧海洋、海洋环境可视化与海洋信息系统研发,天津市河东区六纬路93号
"康寿岭',",国家海洋标准计量中心,天津市,海洋标准计量质量管理,天津市芥园西道219号
"李长如',",国家海洋信息中心,天津市,海洋经济统计调查,天津市河东区六纬路93号
"李春成',",天津市科学学研究所,天津市,物理海洋，海洋水文,天津市河东区新开路138号
"李冬',",国家海洋信息中心,天津市,物理海洋,天津市河东区六纬路93号
"李洪',",中盐制盐工程技术研究院,天津市,海洋化工,天津市塘沽区营口道831号
"李建新',",天津工业大学,天津市,材料学,天津市西青区宾水西道399号
"李晋',",国家海洋信息中心,天津市,海洋信息化、海域管理,天津市河东区六纬路93号
"李林奇',",国家海洋技术中心,天津市,海洋观测技术,天津市南开区芥园西道219号
"李巧稚',",国家海洋信息中心,天津市,海洋管理研究、区域经济研究；海洋统计；,天津市河东区六纬路93号
"李饶乐',",国家海洋信息中心,天津市,暂无,天津市河东区六纬路93号
"李树生',",中盐制盐工程技术研究院,天津市,海洋化工,天津市塘沽区营口道831号
"李双建',",国家海洋信息中心,天津市,海洋战略规划与政策,天津市河东区六纬路93号
"李四海',",国家海洋信息中心,天津市,海洋环境资料处理方法研究、业务化数据处理流程建设、数据质量控制方法研究、产品开发制作、相关标准与规范的制修定等,天津市河东区六纬路93号
"李铜基',",国家海洋技术中心,天津市,海洋遥感,天津市南开区芥园西道219号
"李威',",国家海洋信息中心,天津市,海洋数据同化,天津市河东区六纬路93号
"李伟',",天津港（集团）公司,天津市,港航工程,天津市滨海新区津港路99号
"李响',",国家海洋信息中心,天津市,气候变化与海平面上升、海洋灾害评估、海洋防灾减灾,天津市河东区六纬路93号
"李雪',",国家海洋信息中心,天津市,海洋环境学、水域生态学；编辑学、期刊评价,天津市河东区六纬路93号
"李亚红',",自然资源部天津海水淡化与综合利用研究所,天津市,海水水质净化,天津市南开区航海道55号
"李亚宁',",国家海洋信息中心,天津市,海域资源开发利用、海洋空间规划、海洋政策研究,天津市河东区六纬路93号
"李琰',",国家海洋信息中心,天津市,区域海洋气候变化,天津市河东区六纬路93号
"李宜良',",国家海洋信息中心,天津市,海洋政策、法律；海洋经济,天津市河东区六纬路93号
"李颖',",国家海洋信息中心,天津市,潮汐表发行,天津市河东区六纬路93号
"李占斌',",国家海洋信息中心,天津市,海洋信息化,天津市河东区六纬路93号
"李志刚',",海洋石油工程股份有限公司,天津市,船舶工程,天津市滨海新区丹江路1078号
"梁建峰',",国家海洋信息中心,天津市,信息系统,天津市河东区六纬路93号
"梁捷',",国家海洋技术中心,天津市,海洋观测、监测 海洋可再生能源开发利用,天津市南开区芥园西道219号增1号
"廖红琴',",海洋石油工程股份有限公司,天津市,海油工程结构,天津市滨海新区丹江路1078号
"林宁',",国家海洋信息中心,天津市,海洋空间规划、海岛海岸带资源环境,天津市河东区六纬路93号
"林绍花',",国家海洋信息中心,天津市,物理海洋，海洋水文,天津市河东区六纬路93号
"林香红',",国家海洋信息中心,天津市,国际海洋经济,天津市河东区六纬路93号
"刘百桥',",天津师范大学,天津市,港口航道与海岸工程,天津市西青区宾水西道393号
"刘彬',",国家海洋信息中心,天津市,暂无,天津市河东区六纬路93号
"刘丰',",国家海洋信息中心,天津市,网络通信,天津市河东区六纬路93号
"刘佳',",国家海洋信息中心,天津市,海洋战略、情报、政策规划,天津市河东区六纬路93号
"刘金',",国家海洋信息中心,天津市,海洋GIS、信息系统集成,天津市河东区六纬路93号
"刘菊娥',",海洋石油工程股份有限公司,天津市,海洋工程与机械,天津市滨海新区丹江路1078号
"刘克修',",国家海洋信息中心,天津市,物理海洋，海洋水文,天津市河东区六纬路93号
"刘培林',",海洋石油工程股份有限公司,天津市,海油工程结构,天津市滨海新区丹江路1078号
"刘旗开',",天津市海洋局,天津市,海洋管理,天津市滨海新区海旭道渤海监测监视基地1号楼
"刘首华',",国家海洋信息中心,天津市,海浪，气候及海平面变化，数据质控,天津市河东区六纬路93号
"刘淑静',",自然资源部天津海水淡化与综合利用研究所,天津市,海水利用发展战略,天津市南开区航海道55号
"刘巍',",国家海洋信息中心,天津市,海洋档案管理与信息开发研究,天津市河东区六纬路93号
"刘小强',",国家海洋信息中心,天津市,暂无,天津市河东区六纬路93号
"刘鑫',",国家海洋信息中心,天津市,工程管理、 建筑施工、建筑装饰,天津市河东区六纬路93号
"刘玉龙',",国家海洋信息中心,天津市,海洋水文气象数据处理、质控、产品制作和系统研发，以及海洋气候变化研究。,天津市河东区六纬路93号
"刘振民',",国家海洋信息中心,天津市,海洋环境资料处理方法研究、业务化数据处理流程建设、数据质量控制方法研究、产品开发制作、相关标准与规范的制修定等,天津市河东区六纬路93号
"刘志芬',",国家海洋信息中心,天津市,海洋档案管理,天津市河东区六纬路93号
"刘志杰',",国家海洋信息中心,天津市,海洋地质，海洋数据管理领域,天津市河东区六纬路93号
"卢明生',",国家海洋信息中心,天津市,海洋信息,天津市河东区六纬路93号
"路文海',",国家海洋信息中心,天津市,海洋经济 生态环境,天津市河东区六纬路93号
"吕经烈',",自然资源部天津海水淡化与综合利用研究所,天津市,膜技术,天津市南开区航海道55号
"吕庆春',",自然资源部天津海水淡化与综合利用研究所,天津市,海水淡化,天津市南开区航海道55号
"罗婷婷',",国家海洋信息中心,天津市,海洋法、海洋政策,天津市河东区六纬路93号
"罗续业',",国家海洋技术中心,天津市,海洋观测、监测 海洋可再生能源开发利用,暂无
"骆敬新',",国家海洋信息中心,天津市,海洋气象资料处理与产品研发、海洋气象环境状况分析。,天津市河东区六纬路93号
"马保家',",天津蓝海工程检测技术服务有限公司,天津市,检验检测,天津开发区第二大街3号A420号
"马兰',",国家海洋信息中心,天津市,暂无,天津市河东区六纬路93号
"马志华',",国家海洋信息中心,天津市,海域使用论证,天津市河东区六纬路93号
"门雅彬',",国家海洋技术中心,天津市,海洋环境自动监测技术,天津市南开区芥园西道219号
"牟林',",国家海洋信息中心,天津市,物理海洋，海洋水文,天津市河东区六纬路93号
"潘东民',",海洋石油工程股份有限公司,天津市,海洋工程与机械,天津市滨海新区丹江路1078号
"潘献辉',",自然资源部天津海水淡化与综合利用研究所,天津市,海水利用检测,天津市南开区航海道55号
"庞静茹',",国家海洋信息中心,天津市,暂无,天津市河东区六纬路93号
"庞永超',",国家海洋标准计量中心,天津市,海洋标准计量质量管理,天津市芥园西道219号
"祁冬梅',",国家海洋信息中心,天津市,海洋国际合作与交流、海洋政策、海洋战略,天津市河东区六纬路93号
"秦莉',",国家海洋信息中心,天津市,海洋管理,天津市河东区六纬路93号
"秦嗣仁',",国家海洋标准计量中心,天津市,海洋标准计量质量管理,天津市芥园西道219号
"曲辉',",国家海洋信息中心,天津市,海洋遥感应用,天津市河东区六纬路93号
"任杰',",天津长芦汉沽盐场有限责任公司,天津市,海洋化工,天津市滨海新区汉沽国家庄街28号
"任兴元',",国家海洋信息中心,天津市,信息技术、云计算、信息存储、信息安全,天津市河东区六纬路93号
"阮国岭',",自然资源部天津海水淡化与综合利用研究所,天津市,海水淡化,天津市南开区航海道55号
"尚晓芬',",国家海洋信息中心,天津市,预报减灾,天津市河东区六纬路93号
"石莉',",国家海洋信息中心,天津市,国外海洋情报研究,天津市河东区六纬路93号
"石绥祥',",国家海洋信息中心,天津市,海洋信息技术、海洋信息资源管理,天津市河东区六纬路93号
"司建文',",国家海洋标准计量中心,天津市,海洋标准计量质量管理,天津市芥园西道219号
"宋维玲',",国家海洋信息中心,天津市,海洋经济，海洋统计，数量经济,天津市河东区六纬路93号
"隋军',",国家海洋标准计量中心,天津市,海洋标准计量质量管理,天津市芥园西道219号
"孙国民',",海洋石油工程股份有限公司,天津市,海油工程结构,天津市滨海新区丹江路1078号
"孙金生',",天津师范大学,天津市,海洋生物学,天津市西青区宾水西道393号
"孙连英',",国家海洋信息中心,天津市,图书情报,天津市河东区六纬路93号
"孙瑞杰',",国家海洋信息中心,天津市,海洋战略、海洋规划、海洋政策,天津市河东区六纬路93号
"孙涛',",国家海洋信息中心,天津市,海洋档案管理,天津市河东区六纬路93号
"孙晓燕',",国家海洋信息中心,天津市,科研档案管理,天津市河东区六纬路93号
"孙章权',",海洋石油工程股份有限公司,天津市,机械工程,天津市滨海新区丹江路1078号
"谭树东',",国家海洋信息中心,天津市,海域划界、海域地缘政治研究,天津市河东区六纬路93号
"唐军武',",国家海洋技术中心,天津市,海洋观测、监测 海洋可再生能源开发利用,天津市南开区芥园西道219号增1号
"陶建华',",天津大学,天津市,海洋科学及近岸生态环境,天津市南开区卫津路92号
"田洪军',",国家海洋信息中心,天津市,测绘遥感与地理信息系统在海域管理中的应用研究,天津市河东区六纬路93号
"万芳芳',",国家海洋信息中心,天津市,海洋数据交换，国际合作交流,天津市河东区六纬路93号
"汪小勇',",国家海洋技术中心,天津市,海洋调查技术,天津市南开区芥园西道219号
"王国强',",自然资源部天津海水淡化与综合利用研究所,天津市,海水化学资源利用,天津市南开区航海道55号
"王海波',",国家海洋信息中心,天津市,暂无,天津市河东区六纬路93号
"王宏',",中国地质调查局,天津市,第四纪地质学,天津市河东区大直沽八号路4号
"王慧',",国家海洋信息中心,天津市,潮汐海平面与气候变化研究及海岸带影响评估,天津市河东区六纬路93号
"王江涛',",国家海洋信息中心,天津市,海洋空间规划,天津市河东区六纬路93号
"王静',",自然资源部天津海水淡化与综合利用研究所,天津市,海水水质净化,天津市南开区航海道55号
"王娟',",国家海洋信息中心,天津市,海洋资料处理，数据库开发与建设，图书编目与管理,天津市河东区六纬路93号
"王平',",国家海洋信息中心,天津市,海洋制图,天津市河东区六纬路93号
"王琦',",国家海洋信息中心,天津市,涉海情报跟踪与海洋战略、政策和权益研究。,天津市河东区六纬路93号
"王倩',",国家海洋信息中心,天津市,海域管理、海洋资源价值评估、海洋空间规划技术研究,天津市河东区六纬路93号
"王秋璐',",国家海洋信息中心,天津市,海洋生态环境化学,天津市河东区六纬路93号
"王世福',",国家海洋信息中心,天津市,档案管理,天津市河东区六纬路93号
"王喜亭',",国家海洋信息中心,天津市,网络建设、网络安全、网站管理和应用等,天津市河东区六纬路93号
"王项南',",国家海洋技术中心,天津市,海洋观测、监测 海洋可再生能源开发利用,天津市南开区芥园西道219号
"王晓惠',",国家海洋信息中心,天津市,未知,天津市河东区六纬路93号
"王占坤',",国家海洋信息中心,天津市,海洋文献,天津市河东区六纬路93号
"王智敏',",国家海洋信息中心,天津市,暂无,天津市河东区六纬路93号
"韦广昊',",国家海洋信息中心,天津市,海洋环境观测、海洋声光等资料的接收处理、质量分析、应用服务与管理技术研究，以及应用系统开发等能力支撑建设工作，开展了云计算、大数据等新型信息技术研究和重大信息化规划方案论证,天津市河东区六纬路93号
"魏皓',",天津科技大学,天津市,物理海洋，海洋水文,天津市河西区大沽南路1038号
"魏红宇',",国家海洋信息中心,天津市,数字图书馆,天津市河东区六纬路93号
"魏婷',",国家海洋信息中心,天津市,海洋政策规划,天津市河东区六纬路93号
"吴爱娜',",国家海洋标准计量中心,天津市,海洋标准计量质量管理,暂无
"吴琳',",中国地质调查局,天津市,海底构造与海洋地球物理,天津市河东区大直沽八号路4号
"吴新荣',",国家海洋信息中心,天津市,数据同化方法研究及应用、海洋环境保障业务系统研发,天津市河东区六纬路93号
"吴芸芳',",自然资源部天津海水淡化与综合利用研究所,天津市,海水直接利用,天津市南开区航海道55号
"武杰',",自然资源部天津海水淡化与综合利用研究所,天津市,海水利用管理,天津市南开区航海道55号
"夏登文',",国家海洋技术中心,天津市,海洋能开发利用,天津市南开区芥园西道219号增1号
"相文玺',",国家海洋信息中心,天津市,物理海洋、海洋信息技术、海洋综合管理,天津市河东区六纬路93号
"向先全',",国家海洋信息中心,天津市,海洋信息化规划与设计、智慧海洋论证与实施、海洋环境科学与生态环境保护,天津市河东区六纬路93号
"邢喆',",国家海洋信息中心,天津市,海洋测绘,天津市河东区六纬路93号
"徐丛春',",国家海洋信息中心,天津市,海洋经济与规划,天津市河东区六纬路93号
"徐奉池',",国家海洋标准计量中心,天津市,海洋标准计量质量管理,天津市芥园西道219号
"徐克俊',",华北电力公司天津大港发电厂,天津市,海水淡化,天津市大港区千米桥北
"徐文斌',",国家海洋信息中心,天津市,海域海岛管理和档案管理,天津市河东区六纬路93号
"薛惠芬',",国家海洋信息中心,天津市,海洋数据和档案管理,天津市河东区六纬路93号
"薛群山',",中海油天津化工研究设计院,天津市,海洋化学,天津市红桥区丁字沽三号路85号
"羊志洪',",国家海洋信息中心,天津市,海洋战略、海洋法,天津市河东区六纬路93号
"杨锦坤',",国家海洋信息中心,天津市,海洋信息化能力建设，海洋信息资源管理,天津市河东区六纬路93号
"杨立',",国家海洋技术中心,天津市,质量管理以及标准化,天津市南开区芥园西道219号
"杨瑞',",国家海洋信息中心,天津市,海岛信息化、海岛管理政策,天津市河东区六纬路93号
"杨学群',",中交第一航务工程勘察设计院,天津市,工程造价,天津市大沽南路1007号
"杨翼',",国家海洋信息中心,天津市,海洋生态,天津市河东区六纬路93号
"杨鹰',",国家海洋信息中心,天津市,海洋文献,天津市河东区六纬路93号
"杨哲玲',",国家海洋标准计量中心,天津市,海洋标准计量质量管理,天津市芥园西道219号
"姚勇',",国家海洋标准计量中心,天津市,海洋标准计量质量管理,天津市芥园西道219号
"叶盛林',",国家海洋标准计量中心,天津市,海洋标准计量质量管理,天津市芥园西道219号
"殷汝广',",国家海洋信息中心,天津市,物理海洋、海洋信息技术、海洋综合管理,天津市河东区六纬路93号
"尹建华',",自然资源部天津海水淡化与综合利用研究所,天津市,海水直接利用,天津市南开区航海道55号
"于婷',",国家海洋信息中心,天津市,暂无,天津市河东区六纬路93号
"余建星',",天津大学,天津市,船舶与海洋工程,天津市南开区卫津路92号
"袁泽轶',",国家海洋信息中心,天津市,编辑出版、科技传播,天津市河东区六纬路93号
"岳晓峰',",国家海洋信息中心,天津市,海洋档案信息系统建设、海洋档案数字化建设、海洋数字化档案馆建设、海洋电子电子档案管理等,天津市河东区六纬路93号
"臧琦',",国家海洋信息中心,天津市,计算机及应用,天津市河东区六纬路93号
"翟伟康',",国家海洋信息中心,天津市,海域资源管理、海域使用现状监测与评价等,天津市河东区六纬路93号
"张宝峰',",天津理工大学,天津市,计量检测,天津市西青区宾水西道391号
"张宝泉',",天津大学,天津市,海洋化工,天津市南开区卫津路92号
"张大建',",天津市计量监督检测科学研究院,天津市,计量检测及管理,天津市南开区科研西路4号
"张东奇',",国家海洋信息中心,天津市,海洋权益战略研究,天津市河东区六纬路93号
"张冬生',",国家海洋信息中心,天津市,海洋气象观测资料标准化处理方法研究、全球海洋环境的长期变化对我国气候环境变化影响的研究、热带气旋(台风)的研究、应用性气候研究和海洋环境与灾害系统建设,天津市河东区六纬路93号
"张峰',",国家海洋信息中心,天津市,海岛信息化、海岛管理政策,天津市河东区六纬路93号
"张光玉',",交通部天津水运工程科研院,天津市,光电技术,天津市滨海新区塘沽新街二号路2618号
"张家凯',",自然资源部天津海水淡化与综合利用研究所,天津市,海水化学资源利用,天津市南开区航海道55号
"张建辉',",国家海洋信息中心,天津市,海洋权益维护技术及可视化产品研发,天津市河东区六纬路93号
"张建立',",国家海洋信息中心,天津市,潮汐潮流分析预报与海平面变化研究,天津市河东区六纬路93号
"张敬国',",天津市海洋局,天津市,质量管理以及标准化,天津市滨海新区海旭道渤海监测监视基地1号楼
"张镭',",国家海洋信息中心,天津市,信息技术、云计算、信息存储、信息安全,天津市河东区六纬路93号
"张连新',",国家海洋信息中心,天津市,海洋再分析与预报、数值模式、海气相互作用动力机制研究,天津市河东区六纬路93号
"张鹏',",国家海洋技术中心,天津市,海洋观测、监测 海洋可再生能源开发利用,天津市南开区芥园西道219号增1号
"张庆河',",天津大学,天津市,海洋化工,天津市南开区卫津路92号
"张少永',",国家海洋技术中心,天津市,海洋调查技术,天津市南开区芥园西道219号
"张锁平',",国家海洋技术中心,天津市,海洋观测技术,天津市南开区芥园西道219号
"张同',",国家海洋信息中心,天津市,暂无,天津市河东区六纬路93号
"张潇娴',",国家海洋信息中心,天津市,期刊编辑,天津市河东区六纬路93号
"张晓爽',",国家海洋信息中心,天津市,波浪大尺度效应、海洋气候变化、海洋环境业务保障,天津市河东区六纬路93号
"张秀芝',",自然资源部天津海水淡化与综合利用研究所,天津市,海水水质净化,天津市南开区航海道55号
"张选明',",国家海洋技术中心,天津市,海洋观测技术,天津市南开区芥园西道219号
"张艳杰',",国家海洋信息中心,天津市,海洋地理信息系统,天津市河东区六纬路93号
"张耀江',",自然资源部天津海水淡化与综合利用研究所,天津市,海水利用管理,天津市南开区航海道55号
"张旖',",自然资源部天津海水淡化与综合利用研究所,天津市,海水淡化与综合利用技术研究,天津市南开区航海道55号
"张义钧',",国家海洋信息中心,天津市,海洋科学,暂无
"张雨山',",自然资源部天津海水淡化与综合利用研究所,天津市,海水化学资源利用,天津市南开区航海道55号
"张增健',",国家海洋信息中心,天津市,海洋数据质控，图集制作，科学数据共享，海洋电子政务,天津市河东区六纬路93号
"张志敏',",中国市政工程华北设计研究院,天津市,海洋化学,天津市南开区科研西路4号
"章任群',",国家海洋信息中心,天津市,海洋GIS、海洋制图,天津市河东区六纬路93号
"赵冬岩',",海洋石油工程股份有限公司,天津市,海洋工程与机械,天津市滨海新区丹江路1078号
"赵河立',",自然资源部天津海水淡化与综合利用研究所,天津市,海水淡化,天津市南开区航海道55号
"赵立喜',",国家海洋信息中心,天津市,海洋法、海域管理,天津市河东区六纬路93号
"赵楠',",自然资源部天津海水淡化与综合利用研究所,天津市,海水利用管理,天津市南开区航海道55号
"赵鹏',",国家海洋信息中心,天津市,海洋经济规划与政策研究,天津市河东区六纬路93号
"赵锐',",国家海洋信息中心,天津市,暂无,天津市河东区六纬路93号
"赵新生',",国家海洋信息中心,天津市,海域海岛综合管理、 海域海岛使用信息化动态监管、海洋管理新技术研究与应用,天津市河东区六纬路93号
"赵宇梅',",国家海洋技术中心,天津市,海洋观监测技术,天津市南开区芥园西道219号
"赵智帮',",中交第一航务工程勘察设计院,天津市,港口工程设计,天津市大沽南路1007号
"郑崑',",自然资源部天津海水淡化与综合利用研究所,天津市,海洋防腐,天津市南开区航海道55号
